timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620201095065,1772,query52-1,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,7574,0,1,1,null,1771,0,0
1620201096838,1643,query52-2,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,7574,0,1,1,null,1642,0,0
1620201098483,1617,query52-3,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,7574,0,1,1,null,1616,0,0
1620201100103,1752,query53-1,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,2629,0,1,1,null,1752,0,0
1620201101857,1774,query53-2,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,2629,0,1,1,null,1773,0,0
1620201103634,1875,query53-3,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,2629,0,1,1,null,1875,0,0
1620201105510,1543,query55-1,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,7052,0,1,1,null,1543,0,0
1620201107054,1566,query55-2,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,7052,0,1,1,null,1566,0,0
1620201108622,1446,query55-3,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,7052,0,1,1,null,1445,0,1
1620201110070,4351,query56-1,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,2570,0,1,1,null,4350,0,0
1620201114422,4470,query56-2,200,OK,1 User: Azure Synapse Analytics (DW1000c) 1-1,text,true,,2570,0,1,1,null,4470,0,0
